clip,frame,time_s,mode,post_ms,core_ms,processing_ms,alpha_area_px,status
thermal_assumed,32,3.2,legacy_3,0.5203000036999583,22.354999993694946,22.875299997394904,7841.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,32,3.2,thin_3,1.9004999776370823,22.354999993694946,24.25549997133203,5179.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,32,3.2,banded,2.100299985613674,22.354999993694946,24.45529997930862,7736.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,32,3.2,continuous,3.3184000058099627,22.354999993694946,25.67339999950491,7485.3134765625,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,32,3.2,smooth,2.6981999981217086,22.354999993694946,25.053199991816655,7468.26171875,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,33,3.3,legacy_3,0.454399996669963,19.8728000104893,20.327200007159263,8037.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,33,3.3,thin_3,1.9268000032752752,19.8728000104893,21.799600013764575,5385.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,33,3.3,banded,2.1189999824855477,19.8728000104893,21.991799992974848,8316.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,33,3.3,continuous,3.0310000001918525,19.8728000104893,22.903800010681152,7985.18994140625,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,33,3.3,smooth,3.6236000014469028,19.8728000104893,23.496400011936203,7970.50244140625,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,34,3.4,legacy_3,0.5406999844126403,21.01510000647977,21.55579999089241,8006.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,34,3.4,thin_3,1.871000014944002,21.01510000647977,22.886100021423772,5240.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,34,3.4,banded,1.9580000080168247,21.01510000647977,22.973100014496595,8202.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,34,3.4,continuous,2.6031999732367694,21.01510000647977,23.61829997971654,7837.2138671875,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,34,3.4,smooth,2.692299982300028,21.01510000647977,23.707399988779798,7823.85302734375,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,35,3.5,legacy_3,0.47030000132508576,18.557799980044365,19.02809998136945,7878.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,35,3.5,thin_3,2.7867000026162714,18.557799980044365,21.344499982660636,5193.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,35,3.5,banded,2.396199997747317,18.557799980044365,20.953999977791682,8134.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,35,3.5,continuous,2.876799990190193,18.557799980044365,21.434599970234558,7829.990234375,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,35,3.5,smooth,2.838200016412884,18.557799980044365,21.39599999645725,7819.177734375,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,36,3.6,legacy_3,0.4239999980200082,19.517600012477487,19.941600010497496,8066.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,36,3.6,thin_3,2.3706000065431,19.517600012477487,21.888200019020587,5294.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,36,3.6,banded,2.3461000237148255,19.517600012477487,21.863700036192313,8372.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,36,3.6,continuous,2.8854000265710056,19.517600012477487,22.403000039048493,8068.9873046875,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,36,3.6,smooth,2.970900008222088,19.517600012477487,22.488500020699576,8060.66748046875,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,37,3.7,legacy_3,0.4641000123228878,19.72770001157187,20.191800023894757,7319.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,37,3.7,thin_3,2.354399999603629,19.72770001157187,22.0821000111755,4857.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,37,3.7,banded,2.0893999899271876,19.72770001157187,21.817100001499057,7684.0,ASSUMED DEPTH - NOT SENSOR DATA
